"","x"
"1365","5:112154723"
"1366","14:24424420"
"1367","2:234652376"
"1368","12:123957223"
"1369","16:1291188"
"1370","10:5255025"
"1371","4:88537275"
"1372","6:159660804"
"1373","1:6257792"
"1374","1:884091"
"1375","1:146036014"
"1376","5:68551507"
"1377","16:28847355"
"1378","7:134678253"
"1379","3:15756059"
"1380","10:56400065"
"1381","1:144952220"
"1382","6:136582417"
"1383","6:136599532"
"1384","18:20572861"
"1385","17:42030743"
"1386","3:4841334"
"1387","22:50528569"
"1388","3:60406780"
"1389","20:40980844"
"1390","21:36231774"
"1391","10:114849353"
"1392","16:15178499"
"1393","8:17849147"
"1394","17:41245466"
"1395","3:167068284"
"1396","11:118220591"
"1397","5:33751454"
"1398","11:44331309"
"1399","15:78806023"
"1400","17:38975147"
"1401","9:20414379"
"1402","1:27106354"
"1403","1:27087961"
"1404","1:27105937"
"1405","17:58499989"
"1406","4:107168372"
"1407","11:63766819"
"1408","17:40706906"
"1409","19:19040312"
"1410","16:15653955"
"1411","8:142202856"
"1412","5:33998768"
"1413","10:98715448"
"1414","11:20904559"
"1415","13:73649911"
"1416","22:26862041"
"1417","11:18290874"
"1418","7:116381137"
"1419","6:32011235"
"1420","21:42830667"
"1421","12:122064785"
"1422","22:29091841"
"1423","22:29083951"
"1424","17:74732942"
"1425","1:21801413"
"1426","1:1684348"
"1427","20:46279827"
"1428","12:56559120"
"1429","3:30691881"
"1430","3:30732821"
"1431","17:12011144"
"1432","12:126137060"
"1433","12:11506774"
"1434","1:52306066"
"1435","11:99690286"
"1436","11:99690461"
"1437","1:33478931"
"1438","13:23912872"
"1439","16:15967365"
"1440","5:140590211"
"1441","22:18359892"
"1442","18:47363917"
"1443","11:104761100"
"1444","4:1962801"
"1445","4:1902962"
"1446","17:27137523"
"1447","11:62292882"
"1448","7:100681359"
"1449","4:186272702"
"1450","16:61687550"
"1451","12:25380276"
"1452","12:25380275"
"1453","12:25378562"
"1454","12:25398279"
"1455","12:25378647"
"1456","12:25398280"
"1457","12:25380285"
"1458","5:55260065"
"1459","12:23943477"
"1460","20:35807793"
"1461","4:106156729"
"1462","11:77602191"
"1463","15:91436551"
"1464","19:50881829"
"1465","4:153244185"
"1466","4:153245446"
"1467","5:16694613"
"1468","19:17660300"
"1469","19:22155518"
"1470","23:39923059"
"1471","15:45003787"
"1472","15:45007619"
"1473","23:48925467"
"1474","5:74807152"
"1475","3:134967368"
"1476","19:54726833"
"1477","19:54725835"
"1478","17:15441469"
"1479","7:128587374"
"1480","11:119148891"
"1481","1:16344625"
"1482","3:10108898"
"1483","7:55241708"
"1484","7:55249005"
"1485","1:45293518"
"1486","14:37616853"
"1487","9:40703280"
"1488","9:40702846"
"1489","19:12187394"
"1490","19:12187443"
"1491","3:194181448"
"1492","7:55211080"
"1493","7:55259485"
"1494","7:55242469"
"1495","7:55242470"
"1496","7:150713901"
"1497","3:41268766"
"1498","3:41266017"
"1499","3:41266133"
"1500","20:33872148"
"1501","7:158103535"
"1502","2:168100111"
"1503","1:236597199"
"1504","11:85968623"
"1505","22:25023903"
"1506","5:170827118"
"1507","5:170818906"
"1508","4:94344033"
"1509","15:43622495"
"1510","12:53207583"
"1511","11:59558140"
"1512","12:52452615"
"1513","20:5948171"
"1514","7:92146729"
"1515","23:53280122"
"1516","5:177163580"
"1517","8:24187382"
"1518","15:34673722"
"1519","17:19645938"
"1520","7:100349878"
"1521","16:30016661"
"1522","14:57271054"
"1523","1:179077737"
"1524","1:186276285"
"1525","4:8594574"
"1526","12:79611374"
"1527","19:16860087"
"1528","22:36623731"
"1529","23:110439057"
"1530","19:53770261"
"1531","1:14108757"
"1532","4:4239587"
"1533","2:7001259"
"1534","8:97614661"
"1535","8:70585410"
"1536","1:1290116"
"1537","5:55287586"
"1538","8:13282643"
"1539","5:79968496"
"1540","5:80168937"
"1541","10:123244924"
"1542","17:17697132"
"1543","1:152882982"
"1544","11:5269623"
"1545","11:5269511"
"1546","17:79899272"
"1547","9:77403574"
"1548","14:105412163"
"1549","8:141913030"
"1550","3:58154327"
"1551","3:58080505"
"1552","3:187456594"
"1553","7:106513371"
"1554","17:78323757"
"1555","4:106156747"
"1556","4:106164778"
"1557","4:106164913"
"1558","14:64855041"
"1559","21:40033177"
"1560","21:39986245"
"1561","21:40014393"
"1562","21:39972727"
"1563","21:39978443"
"1564","21:39994347"
"1565","17:18682399"
"1566","23:155237292"
"1567","14:81549826"
"1568","6:170627739"
"1569","1:43815008"
"1570","6:152201885"
"1571","6:152265455"
"1572","20:29628236"
"1573","20:29628237"
"1574","20:29632662"
"1575","15:100211780"
"1576","3:50375433"
"1577","19:52715979"
"1578","19:52723071"
"1579","19:52715982"
"1580","17:46053334"
"1581","9:98209594"
"1582","5:147805120"
"1583","17:39274087"
"1584","17:39274364"
"1585","1:13448084"
"1586","6:101296343"
"1587","17:76182805"
"1588","3:142423451"
"1589","1:51767929"
"1590","2:61749690"
"1591","4:90844404"
"1592","5:140214381"
"1593","4:143268702"
"1594","8:144999621"
"1595","1:90472996"
"1596","19:58600105"
"1597","20:58452527"
"1598","5:112228765"
"1599","1:158627401"
"1600","4:27019558"
"1601","10:75442543"
"1602","14:65544747"
"1603","16:15225148"
"1604","16:15098047"
"1605","18:31523155"
"1606","2:27324340"
"1607","8:11188922"
"1608","8:11189535"
"1609","3:52584787"
"1610","2:148676144"
"1611","15:42482017"
"1612","13:36828237"
"1613","4:86564716"
"1614","2:207025358"
"1615","3:93615439"
"1616","20:18433277"
"1617","4:88048316"
"1618","4:88036182"
"1619","3:142281612"
"1620","3:142178144"
"1621","11:108183167"
"1622","11:108236087"
"1623","20:39832810"
"1624","18:2946291"
"1625","18:2960525"
"1626","1:148342481"
"1627","1:148341812"
"1628","1:148343792"
"1629","3:97365038"
"1630","4:4228456"
"1631","4:4228226"
"1632","12:75486808"
"1633","7:116435768"
"1634","2:131994312"
"1635","2:132021766"
"1636","2:132098705"
"1637","2:132021946"
"1638","2:198283305"
"1639","2:198267491"
"1640","2:198267483"
"1641","2:198267361"
"1642","2:198267359"
"1643","3:10183863"
"1644","3:10191479"
"1645","3:10183764"
"1646","12:104703836"
"1647","4:164801333"
"1648","22:32586854"
"1649","10:102057362"
"1650","23:129147079"
"1651","8:101721899"
"1652","3:65456198"
"1653","16:2580996"
"1654","7:107234546"
"1655","3:169492101"
"1656","7:122424780"
"1657","3:73500093"
"1658","8:104898096"
"1659","10:79279868"
"1660","3:98073598"
"1661","5:14487787"
"1662","10:3208566"
"1663","5:68662297"
"1664","6:32190484"
"1665","17:40359729"
"1666","9:97087857"
"1667","9:97080947"
"1668","2:231077676"
"1669","2:187698678"
"1670","14:47530777"
"1671","5:140725547"
"1672","10:18845237"
"1673","9:133748283"
"1674","9:133738349"
"1675","6:32725559"
"1676","6:32725625"
"1677","8:100844598"
"1678","18:13001512"
"1679","5:180048056"
"1680","4:103826757"
"1681","1:175129955"
"1682","2:180559093"
"1683","3:114027084"
"1684","17:74732936"
"1685","13:37422338"
"1686","4:114282707"
"1687","11:18428564"
"1688","6:72769844"
"1689","16:9210599"
"1690","1:9787030"
"1691","16:30779716"
"1692","3:129214358"
"1693","1:31347399"
"1694","12:11506591"
"1695","12:11506669"
"1696","12:11546510"
"1697","22:29083962"
"1698","22:29091788"
"1699","7:142460764"
"1700","7:142459679"
"1701","7:142458684"
"1702","1:144930940"
"1703","1:144916748"
"1704","1:144918957"
"1705","1:144922583"
"1706","13:53049041"
"1707","3:2928213"
"1708","16:14989420"
"1709","5:169015411"
"1710","21:10910347"
"1711","10:123633220"
"1712","14:92537352"
"1713","14:92537387"
"1714","7:6566322"
"1715","15:27182355"
"1716","14:35873770"
"1717","2:96525768"
"1718","2:96604606"
"1719","2:96525755"
"1720","2:96525643"
"1721","2:96525723"
"1722","6:29912087"
"1723","6:29912348"
"1724","6:29912041"
"1725","3:41266112"
"1726","19:49462786"
"1727","2:107460402"
"1728","12:14587301"
"1729","3:4617412"
"1730","3:38182292"
"1731","19:11132513"
"1732","19:11143994"
"1733","23:123220440"
"1734","23:123217380"
"1735","23:123181311"
"1736","22:23543649"
"1737","6:151674119"
"1738","8:38284011"
"1739","8:38272308"
"1740","8:38274849"
"1741","20:61870608"
"1742","8:27293335"
"1743","8:7217172"
"1744","17:37879588"
"1745","17:37868208"
"1746","7:100187851"
"1747","7:13978006"
"1748","5:64942867"
"1749","19:4511927"
"1750","19:4511730"
"1751","3:58154177"
"1752","3:58109162"
"1753","2:74300717"
"1754","1:216751120"
"1755","12:53298675"
"1756","12:53298699"
"1757","19:58385762"
"1758","19:58385799"
"1759","17:61512597"
"1760","15:75982072"
"1761","7:44874131"
"1762","9:139719867"
"1763","17:16068340"
"1764","20:31022592"
"1765","20:31024274"
"1766","20:31022415"
"1767","20:31022404"
"1768","23:125298898"
"1769","1:49201994"
"1770","15:23685081"
"1771","1:26873700"
"1772","16:10867211"
"1773","5:77334914"
"1774","2:97749731"
"1775","12:49724403"
"1776","7:13972307"
"1777","4:83905754"
"1778","6:136597004"
"1779","6:136582497"
"1780","14:69787572"
"1781","5:10649678"
"1782","17:79803771"
"1783","7:33020092"
"1784","3:195451881"
"1785","3:195453249"
"1786","19:18888000"
"1787","6:152631852"
"1788","4:143235865"
"1789","10:129245684"
"1790","21:34634878"
"1791","6:163899927"
"1792","19:7032648"
"1793","19:54726324"
"1794","1:161599571"
"1795","23:118603984"
"1796","23:118603729"
"1797","17:44630855"
"1798","2:96525652"
"1799","2:96525794"
"1800","2:129025860"
"1801","2:129075877"
"1802","9:37424913"
"1803","11:58892386"
"1804","1:33476292"
"1805","1:33476353"
"1806","19:54782724"
"1807","8:106764037"
"1808","5:140257255"
"1809","5:140207965"
"1810","2:96525716"
"1811","2:96525771"
"1812","19:58370657"
"1813","22:38120041"
"1814","17:45219654"
"1815","17:45219311"
"1816","4:62598689"
"1817","15:22369248"
"1818","1:240072451"
"1819","1:167639236"
"1820","5:35857177"
"1821","18:34960790"
"1822","15:72199103"
"1823","20:36149782"
"1824","16:89763263"
"1825","10:1149723"
"1826","1:45797228"
"1827","19:54724458"
"1828","19:54726628"
"1829","19:54723738"
"1830","19:54726630"
"1831","19:7810698"
"1832","7:116423414"
"1833","19:7810767"
"1834","22:32266546"
"1835","2:27248524"
"1836","16:71054178"
"1837","1:46347876"
"1838","9:125512770"
"1839","1:43815009"
"1840","20:278701"
"1841","23:141290946"
"1842","19:42596244"
"1843","19:46800440"
"1844","17:37880257"
"1845","19:55699454"
"1846","17:39394755"
"1847","2:73613154"
"1848","9:138713600"
"1849","1:1455652"
"1850","7:30538651"
"1851","19:57743067"
"1852","6:30610614"
"1853","17:4575900"
"1854","12:2016947"
"1855","4:70152481"
"1856","19:44117582"
"1857","8:7308386"
"1858","16:68395161"
"1859","17:5036274"
"1860","17:5036211"
"1861","17:5036838"
"1862","17:41994794"
"1863","19:6177251"
"1864","23:54011417"
"1865","11:3845159"
"1866","1:180897569"
"1867","2:178098810"
"1868","23:49179698"
"1869","17:21204192"
"1870","17:21207813"
"1871","5:170832243"
"1872","22:29091840"
"1873","17:44430254"
"1874","17:5036748"
"1875","17:5036224"
"1876","23:147010263"
"1877","11:66393061"
"1878","3:101066717"
"1879","1:148756665"
"1880","1:148756664"
"1881","1:148754858"
"1882","1:169940837"
"1883","20:8862337"
"1884","3:101576175"
"1885","2:211018380"
"1886","19:22155282"
"1887","19:22155696"
"1888","19:22154249"
"1889","4:57180591"
"1890","4:3430407"
"1891","6:130460742"
"1892","2:32667182"
"1893","16:27373872"
"1894","6:30621054"
"1895","17:19284136"
"1896","9:74300084"
"1897","1:152187945"
"1898","1:152187588"
"1899","1:152187437"
"1900","7:40104398"
"1901","1:145281656"
"1902","14:50101682"
"1903","22:44083357"
"1904","3:30713126"
"1905","3:30691880"
"1906","11:55652971"
"1907","1:18021406"
"1908","1:144823177"
"1909","1:144815968"
"1910","1:181701998"
"1911","19:54515286"
"1912","1:117150617"
"1913","1:117122287"
"1914","19:41512841"
"1915","17:62892159"
"1916","17:62892271"
"1917","5:156479567"
"1918","19:54780769"
"1919","19:54726839"
"1920","19:54746081"
"1921","1:204228416"
"1922","3:189542640"
"1923","15:85619089"
"1924","10:11990443"
"1925","11:102207657"
"1926","23:86069820"
"1927","3:189349247"
"1928","17:5037241"
"1929","17:5036823"
"1930","16:31196420"
"1931","4:169336662"
"1932","11:71193000"
"1933","5:180377331"
"1934","21:10916378"
"1935","13:51356926"
"1936","19:10251747"
"1937","19:5587268"
"1938","2:102955468"
"1939","5:73985215"
"1940","23:48435404"
"1941","2:242203916"
"1942","1:145293425"
"1943","1:145360584"
"1944","1:145349709"
"1945","1:145302704"
"1946","4:142143539"
"1947","12:31255227"
"1948","3:14106317"
"1949","10:18825177"
"1950","23:135960147"
"1951","23:135957672"
"1952","23:135961560"
"1953","23:135957716"
"1954","23:135956467"
"1955","14:95557629"
"1956","14:95560464"
"1957","4:41648519"
"1958","4:55152094"
"1959","4:55144125"
"1960","14:53340682"
"1961","19:58352289"
"1962","22:17265124"
"1963","3:195452799"
"1964","11:75694440"
"1965","11:1093004"
"1966","6:152461140"
"1967","7:8198259"
"1968","19:42470956"
"1969","4:73930893"
"1970","5:94772540"
"1971","8:113323290"
"1972","19:9021118"
"1973","11:115049334"
"1974","2:128394877"
"1975","15:86122654"
"1976","19:24010294"
"1977","6:33037424"
"1978","1:145359169"
"1979","1:145354441"
"1980","1:145352701"
"1981","1:145357433"
"1982","1:145304595"
"1983","1:145293510"
"1984","1:201178924"
"1985","1:201180148"
"1986","9:139390649"
"1987","9:139397707"
"1988","9:139399420"
"1989","9:139390958"
"1990","9:139413211"
"1991","9:139417464"
"1992","16:55862883"
"1993","16:55862762"
"1994","22:25023893"
"1995","19:56041255"
"1996","14:95557630"
"1997","3:36422216"
"1998","23:135957690"
"1999","21:46924440"
"2000","2:26101055"
"2001","1:40533266"
"2002","1:40533315"
"2003","17:19232957"
"2004","1:120458147"
"2005","7:137206693"
"2006","12:121431414"
"2007","6:32557483"
"2008","6:32548581"
"2009","6:32552039"
"2010","6:32551960"
"2011","21:36410908"
"2012","21:36252866"
"2013","10:29784072"
"2014","10:29783908"
"2015","7:47546547"
"2016","13:21562500"
"2017","23:44928940"
"2018","8:101721709"
"2019","8:101717255"
"2020","8:101721935"
"2021","6:32632781"
"2022","9:126125406"
"2023","22:21343981"
"2024","5:131630568"
"2025","9:96422619"
"2026","1:1575784"
"2027","15:28632820"
"2028","17:21319465"
"2029","17:21319519"
"2030","17:21319523"
"2031","17:21319087"
"2032","17:21319943"
"2033","17:21319439"
"2034","17:21319786"
"2035","17:21319079"
"2036","23:135956506"
"2037","23:70387352"
"2038","15:40914772"
"2039","17:5037195"
"2040","17:5036281"
"2041","17:5036210"
"2042","23:101395779"
"2043","9:133600357"
"2044","9:133602032"
"2045","9:133594330"
"2046","20:36031762"
"2047","1:144828688"
"2048","10:47754794"
"2049","8:144992862"
"2050","8:145001784"
"2051","12:23815106"
"2052","9:112900349"
"2053","10:135440222"
"2054","22:39498005"
"2055","8:30537903"
"2056","6:34839375"
"2057","12:11461549"
"2058","12:11461706"
"2059","10:78646919"
"2060","20:1895796"
"2061","20:1895990"
"2062","6:78532340"
"2063","20:1592215"
"2064","20:1592152"
"2065","15:34673973"
"2066","17:47696424"
"2067","20:39792584"
"2068","20:39794012"
"2069","20:2552806"
"2070","5:140221139"
"2071","8:12957475"
"2072","2:178098959"
"2073","17:44626773"
"2074","3:15613276"
"2075","3:10142949"
"2076","9:12775889"
"2077","12:6781569"
"2078","12:888320"
"2079","23:39921444"
"2080","8:110455184"
"2081","17:62892071"
"2082","6:41903751"
"2083","7:141838362"
"2084","8:8860620"
"2085","1:38397369"
"2086","5:98115642"
"2087","16:14026951"
"2088","13:95858978"
"2089","12:55714592"
"2090","12:55714407"
"2091","17:39324333"
"2092","16:28883241"
"2093","22:42910199"
"2094","18:48575159"
"2095","18:48591888"
"2096","18:48575209"
"2097","18:48591919"
"2098","18:48584560"
"2099","11:320649"
"2100","11:319846"
"2101","2:48033551"
"2102","17:21202191"
"2103","5:162917434"
"2104","4:175899088"
"2105","11:319903"
"2106","3:111831736"
"2107","11:4976077"
"2108","16:20492000"
"2109","21:46057422"
"2110","17:7579591"
"2111","17:7577079"
"2112","17:7578272"
"2113","17:7579312"
"2114","17:7579494"
"2115","17:7577527"
"2116","17:7577085"
"2117","17:7578280"
"2118","17:7578410"
"2119","17:7578528"
"2120","17:7577100"
"2121","17:7578525"
"2122","17:7577157"
"2123","17:7577509"
"2124","17:7579592"
"2125","17:7578269"
"2126","17:7578496"
"2127","17:7577545"
"2128","17:7578449"
"2129","17:7577610"
"2130","17:7577556"
"2131","17:7579360"
"2132","17:7579473"
"2133","17:7577138"
"2134","17:7578260"
"2135","17:7578517"
"2136","17:7578402"
"2137","17:7579414"
"2138","17:7579366"
"2139","17:7579575"
"2140","7:100350474"
"2141","10:135370639"
"2142","18:46447801"
"2143","1:1650797"
"2144","6:136590698"
"2145","10:21805480"
"2146","2:128394876"
"2147","1:11008497"
"2148","5:170819887"
"2149","17:39673185"
"2150","16:3073272"
"2151","6:30861000"
"2152","3:56650054"
"2153","12:50746098"
"2154","19:17337555"
"2155","4:190876278"
"2156","4:190876256"
"2157","4:190873379"
"2158","4:190878662"
"2159","4:190876305"
"2160","9:33796799"
"2161","3:75787876"
"2162","3:75790824"
"2163","3:75786888"
"2164","3:75787221"
"2165","3:75788380"
"2166","3:75790797"
"2167","12:10588530"
"2168","2:234590970"
"2169","2:234663649"
"2170","12:12814281"
"2171","19:22155896"
"2172","19:22155725"
"2173","22:24176357"
"2174","15:30700159"
"2175","10:56452482"
"2176","1:197053550"
"2177","12:53343033"
"2178","12:53343040"
"2179","12:53343036"
"2180","3:54723037"
"2181","9:131360750"
"2182","9:131379967"
"2183","6:27440152"
"2184","11:61524974"
"2185","16:90095597"
"2186","15:28483903"
"2187","4:153250883"
"2188","19:55953906"
"2189","16:88599701"
"2190","17:18918512"
"2191","20:62198236"
"2192","13:24895559"
"2193","11:14539543"
"2194","21:42852497"
"2195","11:9103231"
"2196","6:31238925"
"2197","20:49411698"
"2198","8:24167480"
"2199","9:5070038"
"2200","9:5076613"
"2201","9:5087596"
"2202","9:5082106"
"2203","6:152508865"
"2204","1:161519476"
"2205","11:111965721"
"2206","11:47788670"
"2207","17:39316834"
"2208","5:68692367"
"2209","14:23744823"
"2210","14:23744844"
"2211","3:99702904"
"2212","19:44156472"
"2213","2:100210074"
"2214","8:21984908"
"2215","6:83848337"
"2216","7:6013049"
"2217","6:170871037"
"2218","6:170871043"
"2219","1:156347834"
"2220","5:68581149"
"2221","4:47939078"
"2222","4:1806153"
"2223","2:132021475"
"2224","2:132021629"
"2225","2:131947478"
"2226","14:25076877"
"2227","18:48593406"
"2228","19:51301395"
"2229","17:36485592"
"2230","23:148627384"
"2231","11:71507261"
"2232","7:127670327"
"2233","10:50681033"
"2234","3:188242689"
